Date,Open,High,Low,Close,Adj Close,Volume
2021-11-25,305.549988,305.549988,304.149994,304.350006,304.350006,48
2021-11-26,301.250000,301.250000,294.500000,294.600006,294.600006,0
2021-11-29,295.950012,300.850006,295.950012,300.850006,300.850006,50
2021-11-30,297.350006,297.350006,288.500000,288.500000,288.500000,2
2021-12-01,291.000000,291.100006,277.399994,277.399994,277.399994,1
2021-12-02,275.799988,278.799988,273.299988,275.100006,275.100006,5
2021-12-03,274.450012,275.950012,265.149994,269.100006,269.100006,4
2021-12-06,273.850006,282.200012,270.350006,282.200012,282.200012,13
2021-12-07,284.299988,289.049988,284.299988,286.500000,286.500000,0
2021-12-08,287.549988,293.549988,286.350006,291.750000,291.750000,0
2021-12-09,291.549988,296.649994,290.850006,292.799988,292.799988,0
2021-12-10,291.750000,296.700012,289.200012,291.500000,291.500000,0
2021-12-13,290.750000,299.200012,290.750000,298.149994,298.149994,106
2021-12-14,297.000000,297.000000,291.399994,296.750000,296.750000,0
2021-12-15,295.600006,301.500000,289.850006,301.500000,301.500000,50
2021-12-16,304.450012,304.899994,296.549988,296.549988,296.549988,0
2021-12-17,294.200012,298.950012,291.799988,295.899994,295.899994,0
2021-12-20,291.549988,291.600006,286.250000,287.950012,287.950012,0
2021-12-21,291.250000,297.250000,289.950012,295.549988,295.549988,5
2021-12-22,294.250000,295.500000,290.750000,291.500000,291.500000,5
2021-12-23,291.799988,296.700012,291.799988,296.299988,296.299988,0
2021-12-27,297.100006,306.649994,296.350006,305.600006,305.600006,0
2021-12-28,304.950012,311.049988,304.950012,306.899994,306.899994,39
2021-12-29,309.000000,309.000000,301.649994,302.950012,302.950012,53
2021-12-30,302.750000,305.000000,302.750000,304.450012,304.450012,4
2022-01-03,298.950012,301.200012,298.149994,300.500000,300.500000,20
2022-01-04,300.899994,301.950012,295.100006,299.350006,299.350006,21
2022-01-05,296.500000,296.799988,288.000000,288.000000,288.000000,10
2022-01-06,285.700012,299.350006,285.299988,294.700012,294.700012,7
2022-01-07,295.250000,295.700012,291.100006,293.250000,293.250000,0
2022-01-10,294.600006,294.600006,280.700012,289.299988,289.299988,0
2022-01-11,289.600006,293.450012,288.700012,293.450012,293.450012,0
2022-01-12,291.649994,294.500000,289.799988,290.149994,290.149994,45
2022-01-13,289.799988,291.600006,285.850006,285.850006,285.850006,0
2022-01-14,285.149994,290.100006,281.049988,289.799988,289.799988,175
2022-01-17,290.399994,290.649994,288.250000,289.850006,289.850006,0
2022-01-18,286.899994,287.000000,280.950012,282.000000,282.000000,40
2022-01-19,278.950012,287.100006,277.750000,283.850006,283.850006,31
2022-01-20,283.850006,288.750000,281.950012,281.950012,281.950012,0
2022-01-21,276.350006,279.399994,269.750000,270.799988,270.799988,16
2022-01-24,268.000000,271.200012,257.600006,271.200012,271.200012,277
2022-01-25,270.000000,270.100006,264.649994,268.299988,268.299988,110
2022-01-26,266.100006,271.850006,261.850006,261.850006,261.850006,0
2022-01-27,259.850006,269.850006,259.850006,266.450012,266.450012,4
2022-01-28,268.000000,268.950012,262.600006,268.350006,268.350006,0
2022-01-31,271.500000,277.350006,269.500000,277.350006,277.350006,0
2022-02-01,279.500000,283.100006,278.149994,283.100006,283.100006,0
2022-02-02,293.049988,293.600006,281.200012,286.149994,286.149994,179
2022-02-03,222.000000,231.500000,207.600006,207.600006,207.600006,1192
2022-02-04,212.699997,214.000000,201.699997,209.500000,209.500000,127
2022-02-07,209.500000,209.500000,196.720001,198.259995,198.259995,97
2022-02-08,195.839996,196.320007,191.500000,192.539993,192.539993,127
2022-02-09,193.940002,203.000000,193.779999,203.000000,203.000000,40
2022-02-10,204.600006,205.399994,198.619995,198.619995,198.619995,111
2022-02-11,199.000000,201.949997,193.179993,193.179993,193.179993,33
2022-02-14,192.940002,194.759995,191.080002,192.039993,192.039993,177
2022-02-15,193.860001,196.000000,189.860001,193.699997,193.699997,22
2022-02-16,195.399994,195.399994,188.179993,190.020004,190.020004,79
2022-02-17,188.399994,190.759995,183.919998,183.919998,183.919998,8
2022-02-18,184.399994,184.860001,181.960007,182.080002,182.080002,15
2022-02-21,183.699997,183.699997,169.880005,173.740005,173.740005,370
2022-02-22,174.759995,180.839996,174.759995,178.660004,178.660004,14
2022-02-23,180.160004,182.000000,177.300003,178.160004,178.160004,140
2022-02-24,170.279999,184.440002,169.979996,184.440002,184.440002,16
2022-02-25,184.740005,187.080002,183.080002,186.339996,186.339996,5
2022-02-28,185.300003,188.919998,185.020004,186.000000,186.000000,619
2022-03-01,189.520004,189.520004,182.759995,182.759995,182.759995,200
2022-03-02,182.860001,187.580002,182.860001,187.580002,187.580002,0
2022-03-03,187.699997,187.899994,182.419998,182.419998,182.419998,0
2022-03-04,183.619995,186.100006,181.699997,182.580002,182.580002,10
2022-03-07,180.320007,182.800003,173.339996,173.339996,173.339996,20
2022-03-08,170.600006,179.500000,170.600006,174.979996,174.979996,0
2022-03-09,176.259995,179.440002,176.259995,179.440002,179.440002,4
2022-03-10,178.940002,178.940002,173.699997,177.039993,177.039993,666
2022-03-11,177.779999,178.580002,170.940002,172.720001,172.720001,10
2022-03-14,173.300003,174.800003,169.880005,171.600006,171.600006,9
2022-03-15,171.419998,175.520004,168.059998,175.520004,175.520004,30
2022-03-16,176.520004,185.300003,176.520004,185.300003,185.300003,31
2022-03-17,185.500000,186.399994,182.899994,186.399994,186.399994,20
2022-03-18,186.639999,196.059998,186.100006,196.059998,196.059998,30
2022-03-21,194.679993,196.160004,189.259995,192.080002,192.080002,92
2022-03-22,193.000000,193.240005,192.880005,192.880005,192.880005,92
